age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,health,absences,G1,G2,G3
18,4,3,2,2,0,4,4,5,2,0,13,14,14
18,4,3,1,4,0,4,3,3,3,0,16,17,17
18,4,4,1,1,0,1,4,2,1,0,18,18,17
18,4,4,1,2,0,4,2,4,4,0,14,15,15
17,4,4,2,1,0,4,1,1,5,0,12,13,13
17,4,4,2,3,0,5,3,4,5,0,7,7,8
17,4,2,2,3,0,4,3,3,3,0,16,16,16
17,3,2,1,4,0,5,2,2,5,0,18,18,18
19,2,1,2,3,1,4,3,1,5,0,9,10,11
20,3,2,1,1,2,5,5,3,5,0,14,15,15
19,3,3,1,2,0,4,5,3,5,0,10,10,11
18,1,4,1,2,0,3,4,4,5,2,10,10,11
18,2,1,2,2,0,5,3,3,1,2,12,12,15
17,2,3,2,2,0,4,2,1,3,2,11,12,14
17,4,4,1,1,0,4,4,4,5,2,15,16,17
18,4,3,1,3,0,4,3,4,5,2,14,15,17
18,4,3,2,1,0,3,2,4,1,8,12,12,15
17,3,4,1,3,0,4,3,4,5,2,15,15,17
18,3,3,1,2,0,4,1,4,3,8,11,12,14
19,4,2,2,2,0,5,4,4,1,9,11,10,10
18,4,4,1,2,0,4,4,4,5,0,12,11,13
18,3,4,1,1,0,5,4,4,1,4,11,12,14
17,4,4,1,1,0,5,3,4,5,2,14,15,17
17,4,3,1,2,0,5,2,2,5,14,15,14,17
17,3,3,1,2,0,5,3,3,5,0,12,12,13
17,2,1,1,2,0,4,2,3,2,2,11,12,14
18,4,4,1,1,0,4,2,5,5,2,8,9,11
19,1,1,3,3,0,1,5,5,5,12,10,10,11
19,1,1,3,2,2,5,3,4,4,2,8,8,9
18,2,2,1,1,0,4,3,5,5,2,10,10,10
17,2,2,1,2,0,4,2,2,3,4,14,13,13
17,2,2,1,3,0,3,3,2,3,0,11,11,10
17,3,1,1,3,0,3,4,3,5,0,17,18,17
17,0,2,2,3,0,3,3,3,2,0,14,14,15
18,1,1,2,3,0,4,5,5,2,0,14,14,14
18,4,4,1,3,0,4,3,3,3,0,13,14,13
17,3,3,1,1,0,4,3,5,5,0,17,18,17
17,2,2,4,1,0,4,4,5,4,2,11,10,10
17,4,4,1,3,0,5,4,4,4,0,13,12,13
17,4,4,2,3,0,4,3,3,4,4,15,14,15
17,3,3,1,1,0,4,2,5,5,2,11,12,11
18,2,2,1,4,0,4,5,5,5,0,11,11,12
19,3,2,1,1,0,5,3,4,5,0,11,10,10
18,2,2,4,2,0,4,2,5,2,2,10,9,10
17,2,4,1,3,0,4,4,3,5,0,15,15,15
18,2,2,1,1,0,5,4,2,5,6,15,14,15
18,3,3,1,2,0,5,3,4,4,8,10,11,12
18,2,2,1,2,0,4,3,3,2,0,10,9,12
18,2,2,2,4,0,4,4,4,4,6,14,13,14
17,3,4,1,3,0,4,4,5,5,8,11,13,14
17,3,2,1,2,0,4,3,2,2,0,12,13,15
18,3,3,1,4,0,5,3,3,1,4,14,14,15
17,3,2,1,2,0,4,3,3,2,0,14,14,16
18,4,4,1,2,0,4,3,3,2,0,12,12,13
18,3,4,1,2,0,4,3,3,5,6,16,16,17
17,2,2,1,2,0,3,3,1,4,18,10,12,14
18,2,3,1,3,0,4,3,3,3,0,11,12,14
18,3,2,1,3,0,5,4,3,1,4,14,16,17
18,4,3,1,3,0,5,3,2,4,4,15,14,17
18,4,3,1,3,0,5,4,5,5,0,14,13,14
17,4,3,1,3,0,4,4,3,4,0,11,12,13
17,2,1,2,2,0,4,3,4,1,10,12,15,15
17,2,1,1,2,0,4,3,5,4,4,12,16,16
19,2,3,2,1,1,2,2,3,5,16,10,11,11
17,3,1,1,1,1,4,1,2,3,6,10,13,13
21,4,4,1,3,2,3,3,2,5,0,9,12,12
18,2,2,1,2,0,4,4,4,3,11,9,11,12
18,3,4,1,2,0,4,3,5,2,9,13,14,15
17,2,2,1,2,0,4,3,4,4,0,13,17,17
17,4,4,1,3,0,4,4,2,4,2,12,15,15
18,4,2,1,2,0,4,2,2,3,0,14,17,17
21,1,1,2,2,2,5,3,3,4,21,9,10,10
20,1,1,2,3,0,3,2,2,3,8,11,15,15
19,4,4,1,1,1,3,2,5,5,5,9,10,11
17,3,2,1,2,0,4,4,4,5,10,16,18,18
18,3,2,1,3,0,4,3,4,2,5,14,17,17
18,2,3,1,1,0,3,1,3,4,13,13,14,14
19,2,1,1,1,0,5,3,4,4,10,7,11,11
18,2,2,2,2,0,4,1,4,4,10,14,17,17
20,1,0,2,1,1,5,3,1,5,5,8,10,10
18,3,2,1,2,0,3,1,2,1,4,10,13,13
16,1,3,2,1,0,4,3,3,5,11,10,11,11
16,2,2,2,2,0,4,4,4,5,0,12,12,12
15,1,1,1,1,1,4,1,3,2,6,10,10,10
15,3,3,2,1,0,5,4,4,5,4,10,10,11
16,2,3,2,2,0,4,5,2,5,0,16,17,17
15,2,1,2,1,0,1,3,4,1,0,6,8,9
16,4,4,1,2,0,5,3,2,2,5,10,11,11
16,1,2,1,3,0,4,4,3,5,0,10,11,11
17,3,2,1,2,1,4,5,4,5,0,10,10,10
17,1,1,1,1,1,5,4,4,5,0,6,6,7
15,4,4,2,1,0,1,5,1,5,0,13,14,14
16,2,2,2,4,0,1,2,1,1,4,10,9,11
15,1,1,2,2,0,5,4,3,4,0,10,10,10
15,1,1,2,1,1,4,4,3,2,4,6,7,8
16,0,2,2,1,0,3,2,3,2,0,12,11,12
17,2,3,2,1,0,5,5,5,3,2,10,11,12
15,3,3,2,1,0,4,1,3,4,0,14,16,16
16,1,1,2,2,0,5,4,5,3,0,7,0,0
17,1,1,1,2,0,4,4,3,5,4,8,9,9
15,4,1,1,2,0,5,3,4,2,0,12,13,14
15,4,1,1,2,0,5,3,4,2,7,7,9,8
16,3,4,3,2,0,3,4,5,5,4,9,10,11
15,1,1,4,2,0,5,4,5,4,8,7,9,9
15,3,3,1,2,0,5,3,3,5,0,11,11,11
17,2,1,3,1,0,5,5,5,3,8,8,10,9
16,4,4,2,3,0,4,2,2,4,6,16,16,17
15,1,2,2,1,0,5,1,2,1,3,11,13,13
16,2,3,3,2,0,4,5,4,1,2,15,15,15
16,1,2,2,2,0,4,3,3,5,0,10,11,11
16,2,2,3,2,0,4,4,5,4,4,9,10,11
16,1,2,1,3,1,1,3,2,4,0,10,8,8
16,1,2,1,3,1,1,3,2,4,3,9,8,8
15,2,1,1,2,0,4,4,2,2,0,9,10,9
16,1,1,1,2,0,5,4,3,2,0,13,14,15
17,1,2,1,1,0,5,5,5,3,4,10,11,11
16,1,1,4,4,0,4,3,2,1,0,13,10,13
16,1,1,4,3,0,4,4,3,5,2,10,9,10
15,1,1,2,2,0,4,3,3,2,1,11,10,11
16,1,1,2,1,0,4,2,2,2,0,13,12,14
15,1,1,3,2,0,4,2,1,2,0,13,14,14
15,2,2,1,3,0,4,4,3,5,2,14,11,12
16,1,1,2,1,0,3,4,4,5,6,11,11,11
18,1,2,1,2,1,3,4,4,5,9,9,8,8
15,3,1,2,1,0,3,2,3,4,0,10,9,11
16,2,2,3,2,0,5,3,4,2,1,14,13,14
15,2,2,3,1,0,4,3,3,4,1,13,12,13
16,4,4,1,2,0,4,3,1,3,0,13,12,13
15,3,3,1,2,0,4,5,4,1,4,13,12,12
16,2,2,2,2,1,4,4,4,5,2,12,11,12
16,2,2,3,1,0,4,3,2,4,0,14,14,16
16,2,1,2,1,0,2,4,3,4,4,10,8,10
15,1,3,3,1,0,4,2,4,3,2,10,11,11
15,2,2,2,3,0,5,3,2,4,0,12,13,14
16,2,1,1,1,0,5,4,3,5,2,10,8,8
15,3,3,2,1,0,4,3,3,3,11,12,10,11
16,1,1,2,2,3,3,4,3,1,0,7,7,8
17,2,2,1,1,0,4,5,3,5,4,9,9,10
19,2,3,1,1,1,4,4,4,2,0,9,9,10
17,2,1,3,1,0,5,5,3,3,2,9,10,11
15,1,1,2,1,0,5,2,1,4,0,9,10,9
16,2,2,3,2,0,3,4,5,1,1,9,10,11
16,2,2,1,1,0,4,3,4,1,6,7,7,8
17,2,2,2,2,0,4,3,5,4,0,11,10,11
16,2,2,1,1,1,4,4,3,3,1,9,10,10
18,3,2,2,3,2,3,3,2,2,6,7,9,10
19,1,1,1,3,1,5,3,1,3,6,7,9,9
18,1,1,2,1,1,4,4,3,4,0,8,9,10
18,1,1,2,1,1,3,2,3,2,4,9,11,10
19,1,1,2,2,1,1,1,4,1,12,7,8,9
16,2,2,1,2,0,3,3,2,3,2,8,10,10
17,0,1,2,1,0,2,4,4,5,5,9,9,10
16,1,2,1,2,0,4,4,5,3,0,8,9,9
16,3,3,1,1,0,4,5,4,4,0,14,13,13
16,1,1,1,1,0,4,4,4,4,2,14,14,14
17,3,3,2,4,1,5,4,5,5,0,10,11,10
16,2,1,1,2,0,5,3,3,1,0,14,13,14
16,2,2,1,1,0,4,2,5,5,0,17,16,16
17,1,2,1,1,1,5,3,5,1,12,6,7,7
16,4,3,1,1,0,4,2,5,5,8,14,12,13
17,2,2,3,4,1,1,3,5,3,2,10,8,9
16,1,1,1,4,0,2,2,1,5,0,14,14,14
19,2,2,1,3,0,5,4,5,1,0,12,13,13
17,1,1,2,1,0,4,4,5,5,0,11,11,11
20,3,3,2,2,1,3,3,4,3,8,11,9,10
17,1,1,1,3,0,4,3,3,3,0,11,11,10
17,2,2,3,1,1,4,4,5,5,0,10,9,9
16,1,1,3,2,0,5,3,2,1,0,16,17,18
17,2,2,2,2,0,5,3,2,1,0,15,17,17
17,1,0,2,2,0,4,4,5,4,1,11,9,10
18,1,1,1,2,1,4,3,2,5,9,7,7,7
16,3,1,1,1,0,3,1,3,1,0,8,6,8
16,3,2,1,1,0,3,1,3,3,2,7,6,7
18,1,1,2,2,0,2,3,5,3,8,9,8,10
16,4,4,1,2,0,4,3,3,2,0,14,16,16
16,1,2,2,1,0,5,4,5,2,0,14,14,15
18,2,4,1,2,1,2,3,2,1,8,8,5,8
16,2,1,2,2,0,5,2,1,2,0,8,7,0
16,1,1,3,2,0,4,3,2,5,6,6,8,8
16,2,3,2,2,0,3,3,3,2,0,8,10,10
16,4,4,1,2,0,4,3,4,3,4,8,8,8
18,4,4,1,4,0,5,5,5,5,2,5,6,6
16,3,4,3,2,0,4,2,1,2,2,7,9,8
17,4,4,1,3,0,4,4,3,5,0,15,14,16
17,4,1,1,1,0,4,2,3,5,1,13,14,14
16,2,2,4,3,0,5,1,3,3,0,10,9,10
17,2,2,1,1,0,5,1,3,5,5,9,9,9
16,4,4,2,1,0,5,1,3,5,1,11,11,11
17,3,3,1,1,0,4,1,4,3,8,7,10,9
17,1,1,3,2,0,5,1,3,1,0,10,10,10
16,2,1,2,2,0,4,2,2,5,2,9,7,8
16,2,1,1,2,0,3,2,2,3,0,14,15,16
16,4,4,1,1,0,4,1,2,5,0,11,12,12
15,1,2,3,2,0,5,5,5,5,11,9,11,10
15,2,2,3,4,0,5,4,5,5,8,13,14,14
15,2,1,1,1,0,4,3,3,5,11,12,13,12
16,2,2,1,3,0,4,3,3,5,2,11,11,11
16,4,1,2,2,0,1,2,4,1,8,9,10,10
17,3,2,2,1,0,4,3,3,1,5,9,11,11
17,2,2,2,2,0,5,1,3,5,0,11,9,11
16,4,4,2,3,0,5,3,5,5,1,10,11,12
17,4,4,3,1,3,3,3,3,5,2,9,9,8
17,1,3,2,1,0,5,1,2,5,2,12,11,12
17,3,4,1,2,1,5,4,4,5,8,8,9,8
17,4,4,1,2,0,5,2,5,5,0,13,15,16
16,4,1,1,1,0,4,1,2,2,0,10,11,11
17,1,1,1,2,0,4,5,5,3,2,11,10,11
17,4,2,2,2,0,4,3,3,5,0,17,18,18
16,2,2,2,2,0,4,1,2,5,0,12,13,13
17,3,2,2,2,0,4,1,2,1,0,13,14,13
19,1,1,1,2,2,4,4,3,4,2,9,9,10
17,1,0,1,1,0,4,1,2,5,4,11,11,12
17,1,1,2,1,0,3,5,5,4,3,10,11,10
16,1,2,1,3,0,4,3,4,3,5,13,14,13
16,1,2,1,1,0,4,4,4,5,4,9,10,11
17,3,1,2,2,3,5,4,4,5,2,7,9,10
17,2,2,2,1,0,5,5,5,5,0,8,13,10
18,1,0,3,1,1,4,3,2,4,0,12,12,13
17,1,1,2,1,0,4,5,5,2,0,10,9,10
18,1,1,2,2,0,4,3,3,5,6,10,9,10
16,2,2,1,2,0,5,4,3,1,0,11,13,12
17,2,2,1,1,1,1,2,1,5,0,7,0,0
16,3,2,2,1,0,4,5,5,5,2,11,9,10
16,1,1,2,1,0,4,5,5,5,0,10,10,9
18,1,1,2,1,1,5,3,3,5,2,9,7,9
18,3,2,1,1,1,2,3,1,5,0,4,0,0
19,3,2,2,1,3,3,2,1,3,4,6,11,9
18,3,3,1,2,2,4,4,5,3,9,4,8,8
16,2,2,2,1,0,5,4,3,4,6,7,8,8
19,2,1,2,1,3,4,4,3,5,4,8,9,9
16,3,2,2,2,2,2,5,5,1,8,5,5,7
17,1,1,1,1,0,4,3,2,5,9,7,9,10
20,1,1,2,1,1,4,4,3,4,12,8,11,10
18,4,3,1,1,0,5,4,4,2,8,10,11,10
18,3,2,2,1,0,2,5,5,5,8,9,10,11
19,1,1,3,2,1,5,4,4,2,8,10,9,11
17,3,3,2,2,1,4,5,4,3,4,8,9,10
18,1,3,1,1,0,4,3,3,3,0,9,10,9
19,1,1,3,1,1,4,4,4,5,4,8,9,10
18,1,2,2,2,2,4,3,3,5,2,6,8,8
19,1,1,1,1,0,1,4,4,5,0,6,8,7
18,2,2,2,1,1,5,5,5,3,0,8,6,0
17,0,0,2,1,0,4,4,3,5,0,10,11,11
17,3,1,2,3,0,4,2,3,3,5,8,7,8
17,4,2,1,2,0,5,5,5,5,0,8,8,0
18,2,2,1,2,1,2,3,3,4,3,7,6,8
17,4,1,1,1,0,3,2,2,5,0,8,10,9
17,1,2,1,1,0,5,5,1,3,0,7,10,10
18,1,1,3,2,2,3,4,4,5,3,7,8,7
18,2,2,2,2,0,4,3,5,1,2,12,13,14
17,3,3,2,1,0,4,4,3,4,0,11,12,13
18,1,2,2,2,0,4,4,3,4,0,12,13,14
18,4,4,2,2,0,4,3,5,1,0,18,18,18
18,4,4,1,1,0,5,4,5,5,3,17,17,17
17,4,2,2,2,0,4,3,3,4,0,17,18,18
18,2,2,3,2,1,4,3,3,4,0,9,0,0
18,1,2,2,1,0,4,1,4,1,8,10,11,11
18,4,4,3,1,0,2,5,5,1,5,12,13,14
17,1,1,3,1,0,4,2,3,4,4,12,13,14
18,2,2,2,2,0,1,3,1,2,4,8,8,10
18,2,2,2,3,0,5,4,5,3,0,11,12,13
18,4,2,1,2,0,5,3,1,5,0,5,0,0
18,1,1,3,2,1,4,4,2,2,2,9,10,10
19,1,1,2,1,1,5,5,5,2,0,5,0,0
17,4,2,2,4,0,4,2,3,5,0,18,18,18
17,2,1,2,2,0,5,3,3,2,5,11,11,12
18,1,1,1,2,0,5,2,3,3,2,8,10,11
18,1,2,2,2,0,4,1,1,4,0,11,11,12
19,1,1,2,2,3,3,5,4,1,0,8,0,0
18,2,2,2,3,0,4,2,1,4,5,14,14,15
17,4,3,2,2,1,4,5,5,2,4,10,11,11
18,3,3,1,2,0,5,3,4,5,0,10,10,10
17,4,4,2,2,0,4,3,3,5,2,12,12,12
17,3,2,2,2,0,1,2,3,5,0,15,14,15
18,1,1,2,1,0,3,3,2,3,2,14,13,14
18,1,1,2,3,0,5,3,2,4,0,19,17,18
18,1,2,3,2,0,4,3,4,5,0,16,15,15
18,3,3,2,2,0,4,3,2,3,6,13,12,13
17,4,4,1,2,0,2,3,4,1,4,15,14,15
17,1,2,2,2,0,3,2,2,3,0,13,13,13
18,1,3,2,2,0,3,3,4,3,0,8,10,9
18,4,4,2,3,0,4,2,2,5,0,15,16,16
17,1,1,3,1,1,5,2,1,1,0,8,8,9
18,2,3,2,1,0,5,2,3,4,0,10,10,10
18,4,4,3,2,0,3,2,2,5,0,7,5,0
18,1,2,3,1,0,4,3,3,3,3,9,10,10
17,2,2,1,3,0,3,4,3,3,8,10,11,12
17,1,2,1,1,0,3,5,5,1,4,7,8,9
18,4,4,2,3,0,5,4,4,1,0,15,17,17
18,1,1,4,3,0,4,3,2,4,4,10,11,12
19,1,1,2,2,1,4,3,3,3,4,7,8,9
18,4,4,1,2,0,5,4,3,2,1,13,14,14
18,3,3,1,2,0,4,1,3,1,1,16,16,16
17,3,1,1,2,0,4,5,4,1,10,8,9,9
18,4,4,1,2,0,3,2,4,2,4,17,18,19
18,2,1,2,1,0,4,4,3,5,0,7,7,0
17,2,3,2,2,0,4,4,3,3,4,14,15,16
19,1,1,2,1,1,4,3,2,5,0,5,8,0
18,4,2,2,1,1,5,4,3,3,0,7,7,0
18,2,2,2,3,0,5,3,3,4,0,14,17,15
17,4,3,2,2,0,5,5,4,1,0,6,9,11
18,4,4,3,1,0,4,4,3,5,4,7,9,10
19,2,3,1,3,1,5,4,2,5,4,10,11,10
18,3,1,1,2,0,4,3,4,1,4,15,15,16
18,1,1,2,2,0,1,1,1,5,6,11,12,9
17,3,1,2,1,0,2,4,5,2,6,10,10,10
18,3,2,3,1,0,4,4,1,5,4,10,11,11
18,4,4,2,2,0,4,3,4,3,6,5,6,6
17,1,1,1,2,0,5,3,3,3,4,5,5,6
15,1,1,1,2,3,4,3,2,3,10,7,8,10
15,4,2,1,3,0,3,2,2,5,2,15,14,15
16,3,3,1,2,0,4,3,2,5,4,6,10,10
16,4,3,1,2,0,5,4,2,5,10,15,15,15
16,2,2,1,2,0,4,4,4,3,0,12,12,11
17,4,4,2,2,0,4,1,4,1,6,6,5,6
15,3,2,1,2,0,4,2,2,1,0,16,18,19
15,3,4,1,2,0,5,5,1,5,0,14,15,15
15,4,4,1,2,0,3,3,3,2,0,10,8,9
15,2,1,3,3,0,5,2,2,4,4,10,12,12
15,4,4,1,1,0,4,3,3,5,2,14,14,14
15,4,3,2,2,0,5,4,3,3,2,10,10,11
15,2,2,1,3,0,4,5,2,3,0,14,16,16
16,4,4,1,1,0,4,4,4,2,4,14,14,14
16,4,4,1,3,0,3,2,3,2,6,13,14,14
16,3,3,3,2,0,5,3,2,4,4,8,10,10
17,3,2,1,1,3,5,5,5,5,16,6,5,5
16,4,3,1,1,0,3,1,3,5,4,8,10,10
15,4,3,1,2,0,4,4,1,1,0,13,14,15
15,4,4,1,1,0,5,4,2,5,0,12,15,15
16,4,2,1,2,0,4,5,1,5,2,15,15,16
16,2,2,2,2,0,5,4,4,5,0,13,13,12
15,2,4,1,3,0,4,3,2,5,2,10,9,8
16,2,2,1,1,2,1,2,2,5,14,6,9,8
15,2,2,1,1,0,4,2,2,5,2,12,12,11
15,4,2,1,1,0,2,2,4,1,4,15,16,15
16,3,4,1,2,0,5,3,3,5,4,11,11,11
16,4,4,1,2,0,4,4,5,5,16,10,12,11
15,4,4,1,2,0,5,4,2,5,0,9,11,12
15,4,4,2,2,0,4,3,1,5,0,17,16,17
15,4,3,1,2,0,4,5,2,5,0,17,16,16
15,3,3,1,2,0,5,3,2,2,0,8,10,12
16,3,2,1,1,0,5,4,3,5,0,12,14,15
15,2,3,2,1,0,3,5,1,5,0,8,7,6
15,4,3,1,3,0,5,4,3,4,2,15,16,18
16,4,4,2,3,0,2,4,3,5,7,15,16,15
15,3,4,1,3,0,4,3,2,5,2,12,12,11
15,2,2,1,1,0,4,3,1,2,8,14,13,13
16,2,2,2,2,1,3,3,3,3,25,7,10,11
15,4,4,1,1,0,5,4,3,5,8,12,12,12
15,4,4,1,2,0,4,3,3,5,2,19,18,18
